field_id,subset,phenotype_description,type
20003,1140868844,Medication: pitressin 20iu/1ml injection,binary
20003,1140868848,Medication: calcitonin product,binary
20003,1140868850,Medication: calcitare 160iu injection (pdr for recon)+diluent,binary
20003,1140868856,Medication: calsynar 100iu/1ml injection,binary
20003,1140868866,Medication: bromocriptine,binary
20003,1140868868,Medication: parlodel 1mg tablet,binary
20003,1140868882,Medication: gonadorelin,binary
20003,1140868884,Medication: synarel 200micrograms nasal spray,binary
20003,1140868892,Medication: trilostane,binary
20003,1140868894,Medication: modrenal 60mg capsule,binary
20003,1140868902,Medication: acarbose,binary
20003,1140868908,Medication: glucobay 50mg tablet,binary
20003,1140868922,Medication: dinoprostone,binary
20003,1140868924,Medication: prostin e2 500micrograms tablet,binary
20003,1140868936,Medication: fertiral 1mg/2ml injection,binary
20003,1140868938,Medication: hrf 100micrograms injection (pdr for recon)+diluent,binary
20003,1140868942,Medication: relefact lh-rh 100micrograms/1ml injection,binary
20003,1140868956,Medication: metyrapone,binary
20003,1140868958,Medication: metopirone 250mg capsule,binary
20003,1140868962,Medication: protirelin,binary
20003,1140868968,Medication: danazol,binary
20003,1140868972,Medication: danol 100mg capsule,binary
20003,1140868978,Medication: gestrinone,binary
20003,1140868982,Medication: dimetriose 2.5mg capsule,binary
20003,1140868984,Medication: nafarelin,binary
20003,1140869012,Medication: mifegyne 200mg tablet,binary
20003,1140869018,Medication: yutopar 10mg tablet,binary
20003,1140869032,Medication: dienoestrol,binary
20003,1140869034,Medication: ortho-gynest 500micrograms pessary,binary
20003,1140869036,Medication: ovestin 0.1% vaginal cream,binary
20003,1140869046,Medication: tampovagan pessary,binary
20003,1140869050,Medication: canesten 2% vaginal cream,binary
20003,1140869056,Medication: canesten duopack,binary
20003,1140869058,Medication: canesten 1 pessary,binary
20003,1140869100,Medication: alprostadil,binary
20003,1140869102,Medication: prostin vr 500mcg/1ml infusion concentrate,binary
20003,1140869112,Medication: mifepristone,binary
20003,1140869130,Medication: ecostatin 150mg pessary,binary
20003,1140869132,Medication: ecostatin twinpack,binary
20003,1140869134,Medication: gyno-pevaryl 150mg pessary,binary
20003,1140869136,Medication: gyno-pevaryl combipack,binary
20003,1140869138,Medication: gyno-pevaryl 1 150mg pessary,binary
20003,1140869142,Medication: dalacin 2% cream,binary
20003,1140869162,Medication: marvelon tablet,binary
20003,1140869164,Medication: mercilon tablet,binary
20003,1140869166,Medication: ethinyloestradiol+desogestrel 20mcg/150mcg tablet,binary
20003,1140869170,Medication: conova 30 tablet,binary
20003,1140869172,Medication: ethinyloestradiol+ethynodiol diacetate 30mcg/2mg tablet,binary
20003,1140869174,Medication: eugynon 30 tablet,binary
20003,1140869176,Medication: logynon tablet,binary
20003,1140869180,Medication: microgynon 30 tablet,binary
20003,1140869184,Medication: ovran 30 tablet,binary
20003,1140869186,Medication: ovranette tablet,binary
20003,1140869188,Medication: schering pc4 tablet,binary
20003,1140869190,Medication: trinordiol tablet,binary
20003,1140869192,Medication: gyno-pevaryl 1 combipack,binary
20003,1140869194,Medication: pevaryl cream,binary
20003,1140869196,Medication: ecostatin-1 150mg pessary,binary
20003,1140869206,Medication: gyno-daktarin 2% vaginal cream,binary
20003,1140869208,Medication: gyno-daktarin 100mg pessary,binary
20003,1140869210,Medication: gyno-daktarin combipack pessary+cream,binary
20003,1140869212,Medication: gyno-daktarin 1 ovule,binary
20003,1140869218,Medication: femeron soft pessary,binary
20003,1140869222,Medication: femeron cream,binary
20003,1140869226,Medication: nyspes pessary,binary
20003,1140869228,Medication: nystan gel,binary
20003,1140869230,Medication: nystan vaginal cream,binary
20003,1140869232,Medication: nystan pessary,binary
20003,1140869240,Medication: sultrin cream,binary
20003,1140869242,Medication: sultrin vaginal tablet,binary
20003,1140869248,Medication: ethinyloestradiol+levonorgestrel 30mcg/150mcg tablet,binary
20003,1140869254,Medication: binovum tablet,binary
20003,1140869256,Medication: brevinor tablet,binary
20003,1140869258,Medication: neocon 1/35 tablet,binary
20003,1140869260,Medication: norimin tablet,binary
20003,1140869262,Medication: ovysmen tablet,binary
20003,1140869264,Medication: synphase tablet,binary
20003,1140869266,Medication: trinovum tablet,binary
20003,1140869270,Medication: medroxyprogesterone,binary
20003,1140869272,Medication: neogest tablet,binary
20003,1140869276,Medication: micronor tablet,binary
20003,1140869278,Medication: noriday tablet,binary
20003,1140869282,Medication: noristerat 200mg/1ml oily injection,binary
20003,1140869324,Medication: loestrin 20 tablet,binary
20003,1140869328,Medication: ethinyloestradiol+norethisterone acetate 20mcg/1mg tablet,binary
20003,1140869332,Medication: minulet tablet,binary
20003,1140869334,Medication: femodene tablet,binary
20003,1140869338,Medication: tri-minulet tablet,binary
20003,1140869340,Medication: triadene tablet,binary
20003,1140869346,Medication: cilest tablet,binary
20003,1140869348,Medication: ethinyloestradiol+norgestimate 35mcg/250mcg tablet,binary
20003,1140869352,Medication: norinyl-1 tablet,binary
20003,1140869354,Medication: ortho-novin 1/50 tablet,binary
20003,1140869356,Medication: mestranol+norethisterone 50micrograms/1mg tablet,binary
20003,1140869360,Medication: ethynodiol diacetate,binary
20003,1140869362,Medication: femulen tablet,binary
20003,1140869366,Medication: levonorgestrel,binary
20003,1140869368,Medication: microval tablet,binary
20003,1140869370,Medication: norgeston tablet,binary
20003,1140869392,Medication: myotonine 10mg tablet,binary
20003,1140869396,Medication: cystrin 3mg tablet,binary
20003,1140869408,Medication: effercitrate soluble tablet,binary
20003,1140869410,Medication: potassium bicarbonate+citric acid 1.39g/1.14g soluble tablet,binary
20003,1140869412,Medication: potassium citrate 3g/sachet granules,binary
20003,1140869414,Medication: cystopurin 3g/sachet granules,binary
20003,1140869418,Medication: cymalon sachet,binary
20003,1140869420,Medication: cystemme 4g/sachet granules,binary
20003,1140869422,Medication: cystoleve 4g/sachet powder,binary
20003,1140869424,Medication: sodium citrate 4g/sachet powder,binary
20003,1140869430,Medication: rowatinex capsule,binary
20003,1140869452,Medication: carbachol,binary
20003,1140869460,Medication: ubretid 5mg tablet,binary
20003,1140869480,Medication: urispas 100mg tablet,binary
20003,1140869482,Medication: urispas 200mg tablet,binary
20003,1140869492,Medication: ditropan 2.5mg tablet,binary
20003,1140869518,Medication: prowess capsule,binary
20003,1140869524,Medication: estracyt 140mg capsule,binary
20003,1140869542,Medication: lomustine,binary
20003,1140869544,Medication: ccnu 10mg capsule,binary
20003,1140869546,Medication: ccnu 40mg capsule,binary
20003,1140869552,Medication: melphalan,binary
20003,1140869554,Medication: alkeran 2mg tablet,binary
20003,1140869566,Medication: mitobronitol,binary
20003,1140869568,Medication: myelobromol 125mg tablet,binary
20003,1140869578,Medication: busulphan,binary
20003,1140869580,Medication: myleran 500micrograms tablet,binary
20003,1140869594,Medication: chlorambucil,binary
20003,1140869596,Medication: leukeran 2mg tablet,binary
20003,1140869604,Medication: cyclophosphamide,binary
20003,1140869636,Medication: treosulfan,binary
20003,1140869668,Medication: zavedos 5mg capsule,binary
20003,1140869772,Medication: fluorouracil,binary
20003,1140869774,Medication: fluoro-uracil 250mg capsule,binary
20003,1140869778,Medication: efudix cream,binary
20003,1140869782,Medication: etoposide,binary
20003,1140869784,Medication: vepesid 50mg capsule,binary
20003,1140869832,Medication: fluorouracil 5% cream,binary
20003,1140869842,Medication: mercaptopurine,binary
20003,1140869844,Medication: puri-nethol 50mg tablet,binary
20003,1140869848,Medication: methotrexate,binary
20003,1140869870,Medication: maxtrex 2.5mg tablet,binary
20003,1140869878,Medication: thioguanine,binary
20003,1140869880,Medication: lanvis 40mg tablet,binary
20003,1140869930,Medication: azathioprine,binary
20003,1140869932,Medication: azamune 50mg tablet,binary
20003,1140869940,Medication: immunoprin 50mg tablet,binary
20003,1140869942,Medication: berkaprine 50mg tablet,binary
20003,1140869952,Medication: cyclosporin product,binary
20003,1140869978,Medication: hydroxyurea,binary
20003,1140869980,Medication: hydrea 500mg capsule,binary
20003,1140869998,Medication: procarbazine,binary
20003,1140870000,Medication: natulan 50mg capsule,binary
20003,1140870004,Medication: razoxane,binary
20003,1140870006,Medication: razoxin 125mg tablet,binary
20003,1140870016,Medication: sandimmun 25mg capsule,binary
20003,1140870052,Medication: honvan 100mg tablet,binary
20003,1140870060,Medication: polyestradiol phosphate,binary
20003,1140870062,Medication: estradurin 40mg injection (pdr for recon)+diluent,binary
20003,1140870070,Medication: stilboestrol,binary
20003,1140870076,Medication: apstil 1mg tablet,binary
20003,1140870084,Medication: depostat 200mg/2ml oily injection,binary
20003,1140870100,Medication: levamisole,binary
20003,1140870102,Medication: interferons,binary
20003,1140870104,Medication: introna-2b 3million iu injection (pdr for recon)+diluent,binary
20003,1140870106,Medication: introna-2b 5million iu injection (pdr for recon)+diluent,binary
20003,1140870108,Medication: introna-2b 10million iu injection (pdr for recon)+diluent,binary
20003,1140870110,Medication: introna-2b 30million iu injection (pdr for recon)+diluent,binary
20003,1140870112,Medication: roferon-a-2a 3million iu inj (pdr for recon)+diluent+kit,binary
20003,1140870114,Medication: roferon-a-2a 9million iu inj (pdr for recon)+diluent+kit,binary
20003,1140870116,Medication: roferon-a-2a 18million iu inj (pdr for recon)+diluent+kit,binary
20003,1140870118,Medication: wellferon 3million units/1ml injection,binary
20003,1140870120,Medication: wellferon 10million units/1ml injection,binary
20003,1140870122,Medication: roferon-a-2a 4.5miu injection (pdr for recon)+diluent+kit,binary
20003,1140870124,Medication: introna-2b 1million iu injection (pdr for recon)+diluent,binary
20003,1140870126,Medication: immukin 100micrograms/0.5ml injection,binary
20003,1140870144,Medication: farlutal 100mg tablet,binary
20003,1140870164,Medication: tamoxifen,binary
20003,1140870170,Medication: nolvadex 10mg tablet,binary
20003,1140870176,Medication: tamofen 10mg tablet,binary
20003,1140870182,Medication: emblon 10mg tablet,binary
20003,1140870186,Medication: oestrifen 10mg tablet,binary
20003,1140870194,Medication: goserelin,binary
20003,1140870196,Medication: zoladex 3.6mg implant,binary
20003,1140870200,Medication: octreotide,binary
20003,1140870208,Medication: sandostatin 50micrograms/1ml injection,binary
20003,1140870232,Medication: megace 40mg tablet,binary
20003,1140870242,Medication: aminoglutethimide,binary
20003,1140870244,Medication: orimeten 250mg tablet,binary
20003,1140870248,Medication: buserelin,binary
20003,1140870252,Medication: suprefact 100micrograms nasal spray,binary
20003,1140870260,Medication: cyprostat 50mg tablet,binary
20003,1140870274,Medication: flutamide,binary
20003,1140870278,Medication: drogenil 250mg tablet,binary
20003,1140870284,Medication: prostap sr 3.75mg injection (pdr for recon)+diluent+kit,binary
20003,1140870294,Medication: feospan 150mg spansule,binary
20003,1140870296,Medication: ferrograd 325mg filmtab,binary
20003,1140870298,Medication: slow-fe 160mg m/r tablet,binary
20003,1140870306,Medication: iron+folic acid,binary
20003,1140870308,Medication: fefol spansule,binary
20003,1140870310,Medication: ferfolic sv tablet,binary
20003,1140870312,Medication: ferrocap-f 350 m/r capsule,binary
20003,1140870314,Medication: ferrocontin folic continus tablet,binary
20003,1140870316,Medication: ferrograd folic filmtab,binary
20003,1140870318,Medication: folex-350 tablet,binary
20003,1140870320,Medication: galfer fa capsule,binary
20003,1140870324,Medication: lexpec with iron syrup,binary
20003,1140870326,Medication: meterfolic tablet,binary
20003,1140870328,Medication: pregaday tablet,binary
20003,1140870330,Medication: slow-fe folic m/r tablet,binary
20003,1140870354,Medication: fersaday 322mg tablet,binary
20003,1140870376,Medication: fergon 300mg tablet,binary
20003,1140870382,Medication: plesmet syrup,binary
20003,1140870390,Medication: ferrous sulphate,binary
20003,1140870410,Medication: ferrous gluc+folic acid+ascorbic acid 250mg/5mg/10mg tablet,binary
20003,1140870412,Medication: polysaccharide iron complex,binary
20003,1140870422,Medication: folic acid product,binary
20003,1140870428,Medication: lexpec 2.5mg/5ml sugar free syrup,binary
20003,1140870432,Medication: preconceive 400micrograms tablet,binary
20003,1140870436,Medication: folinic acid product,binary
20003,1140870438,Medication: calcium leucovorin 15mg tablet,binary
20003,1140870446,Medication: refolinon 15mg tablet,binary
20003,1140870474,Medication: sodium ironedetate,binary
20003,1140870476,Medication: sytron 190mg/5ml elixir,binary
20003,1140870480,Medication: fefol-vit spansule,binary
20003,1140870482,Medication: fefol z spansule,binary
20003,1140870484,Medication: ferrocap 330mg m/r capsule,binary
20003,1140870486,Medication: folicin tablet,binary
20003,1140870488,Medication: forceval capsule,binary
20003,1140870492,Medication: octovit tablet,binary
20003,1140870498,Medication: jectofer injection,binary
20003,1140870504,Medication: hydroxocobalamin product,binary
20003,1140870508,Medication: cobalin-h 1mg/1ml injection,binary
20003,1140870512,Medication: cyanocobalamin product,binary
20003,1140870516,Medication: cytacon 50micrograms tablet,binary
20003,1140870520,Medication: cytamen 1mg/1ml injection,binary
20003,1140870542,Medication: oxymetholone,binary
20003,1140870544,Medication: anapolon-50 50mg tablet,binary
20003,1140870548,Medication: kay-cee-l 7.5% syrup,binary
20003,1140870550,Medication: kloref 500mg effervescent tablet,binary
20003,1140870554,Medication: sando-k effervescent tablet,binary
20003,1140870556,Medication: slow-k 600mg m/r tablet,binary
20003,1140870568,Medication: erythropoietin product,binary
20003,1140870570,Medication: vitamin b12 preparation,binary
20003,1140870574,Medication: calcium resonium powder,binary
